round,party0_index,party0_name,party1_index,party1_name,proj_dist,payload_dist,party0_norm_eval,party1_norm_eval,party0_sorted_key_eval,party1_sorted_key_eval,party0_unique_token_key_eval,party1_unique_token_key_eval,equivalence_reason
0,360,Matija Marija Stojanović,367,Matija Stojanović,0,-1,MATIJA MARIJA STOJANOVIC,MATIJA STOJANOVIC,MARIJA MATIJA STOJANOVIC,MATIJA STOJANOVIC,MARIJA MATIJA STOJANOVIC,MATIJA STOJANOVIC,missing_or_extra_token
0,411,Matías  Miranda,1217,Matías Miranda,0,-1,MATIAS MIRANDA,MATIAS MIRANDA,MATIAS MIRANDA,MATIAS MIRANDA,MATIAS MIRANDA,MATIAS MIRANDA,exact_normalised_name
0,964,Barbara Ava Thomas,385,Thomas Ava,0,-1,BARBARA AVA THOMAS,THOMAS AVA,AVA BARBARA THOMAS,AVA THOMAS,AVA BARBARA THOMAS,AVA THOMAS,missing_or_extra_token
0,1463,Ava  Thomas,385,Thomas Ava,0,-1,AVA THOMAS,THOMAS AVA,AVA THOMAS,AVA THOMAS,AVA THOMAS,AVA THOMAS,token_order_equivalent
0,598,Aurora  Parisi,407,Parisi Aurora,0,-1,AURORA PARISI,PARISI AURORA,AURORA PARISI,AURORA PARISI,AURORA PARISI,AURORA PARISI,token_order_equivalent
0,463,Olivia  Larsen,1600,Olivia  Larsen,0,-1,OLIVIA LARSEN,OLIVIA LARSEN,LARSEN OLIVIA,LARSEN OLIVIA,LARSEN OLIVIA,LARSEN OLIVIA,exact_normalised_name
0,496,Thomas Thomas Brown,513,Thomas. L. Brown,0,-1,THOMAS THOMAS BROWN,THOMAS L BROWN,BROWN THOMAS THOMAS,BROWN L THOMAS,BROWN THOMAS,BROWN L THOMAS,missing_or_extra_token
0,496,Thomas Thomas Brown,483,Thomas. S. Brown,0,-1,THOMAS THOMAS BROWN,THOMAS S BROWN,BROWN THOMAS THOMAS,BROWN S THOMAS,BROWN THOMAS,BROWN S THOMAS,missing_or_extra_token
0,579,I-chun  Huáng,1296,I-chun  Huang,0,-1,I CHUN HUANG,I CHUN HUANG,CHUN HUANG I,CHUN HUANG I,CHUN HUANG I,CHUN HUANG I,exact_normalised_name
0,1296,I-chun  Huang,579,I-chun  cuáng,0,-1,I CHUN HUANG,I CHUN CUANG,CHUN HUANG I,CHUN CUANG I,CHUN HUANG I,CHUN CUANG I,near_token_edit_distance_le_1
0,621,Léna Léna Tóth,625,Léna Tóth,0,-1,LENA LENA TOTH,LENA TOTH,LENA LENA TOTH,LENA TOTH,LENA TOTH,LENA TOTH,duplicate_token_equivalent
0,625,Léna Lili Tóth,621,Tóth Léna Léna,0,-1,LENA LILI TOTH,TOTH LENA LENA,LENA LILI TOTH,LENA LENA TOTH,LENA LILI TOTH,LENA TOTH,missing_or_extra_token
0,1032,Boglárka  Balázs,1263,Lara Boglárka Balázs,0,-1,BOGLARKA BALAZS,LARA BOGLARKA BALAZS,BALAZS BOGLARKA,BALAZS BOGLARKA LARA,BALAZS BOGLARKA,BALAZS BOGLARKA LARA,missing_or_extra_token
0,730,Emine Miraç Demir,733,Emine Demir,0,-1,EMINE MIRAC DEMIR,EMINE DEMIR,DEMIR EMINE MIRAC,DEMIR EMINE,DEMIR EMINE MIRAC,DEMIR EMINE,missing_or_extra_token
0,700,Emine Emine Demir,733,Emine Demir,0,-1,EMINE EMINE DEMIR,EMINE DEMIR,DEMIR EMINE EMINE,DEMIR EMINE,DEMIR EMINE,DEMIR EMINE,duplicate_token_equivalent
0,338,Fūma  Fujihara,725,Fūma  Fujihara,0,-1,FUMA FUJIHARA,FUMA FUJIHARA,FUJIHARA FUMA,FUJIHARA FUMA,FUJIHARA FUMA,FUJIHARA FUMA,exact_normalised_name
0,1013,Luka  Popović,777,Luka  Popović,0,-1,LUKA POPOVIC,LUKA POPOVIC,LUKA POPOVIC,LUKA POPOVIC,LUKA POPOVIC,LUKA POPOVIC,exact_normalised_name
0,1870,David  Winkler,797,David  Winkler,0,-1,DAVID WINKLER,DAVID WINKLER,DAVID WINKLER,DAVID WINKLER,DAVID WINKLER,DAVID WINKLER,exact_normalised_name
0,804,Oliver  Laine,1136,Oiver  Laine,0,-1,OLIVER LAINE,OIVER LAINE,LAINE OLIVER,LAINE OIVER,LAINE OLIVER,LAINE OIVER,near_token_edit_distance_le_1
0,1618,Lin Niel Levy,1672,Lin Levy,0,-1,LIN NIEL LEVY,LIN LEVY,LEVY LIN NIEL,LEVY LIN,LEVY LIN NIEL,LEVY LIN,missing_or_extra_token
0,1626,Lin Leah Levy,1618,Lin Levy,0,-1,LIN LEAH LEVY,LIN LEVY,LEAH LEVY LIN,LEVY LIN,LEAH LEVY LIN,LEVY LIN,missing_or_extra_token
0,1626,Lin Leah Levy,1672,Lin Levy,0,-1,LIN LEAH LEVY,LIN LEVY,LEAH LEVY LIN,LEVY LIN,LEAH LEVY LIN,LEVY LIN,missing_or_extra_token
0,1900,Ivan  Novikov,1536,Lev Ivan Novikov,0,-1,IVAN NOVIKOV,LEV IVAN NOVIKOV,IVAN NOVIKOV,IVAN LEV NOVIKOV,IVAN NOVIKOV,IVAN LEV NOVIKOV,missing_or_extra_token
0,910,Lilit  Grigoryan,1244,Lilit  Graigoryan,0,-1,LILIT GRIGORYAN,LILIT GRAIGORYAN,GRIGORYAN LILIT,GRAIGORYAN LILIT,GRIGORYAN LILIT,GRAIGORYAN LILIT,near_token_edit_distance_le_1
0,1244,Lilit  Grigoryan,910,Lilit  krigoryan,0,-1,LILIT GRIGORYAN,LILIT KRIGORYAN,GRIGORYAN LILIT,KRIGORYAN LILIT,GRIGORYAN LILIT,KRIGORYAN LILIT,near_token_edit_distance_le_1
0,1180,Barbara Barbara Lewis,1183,Barbara Maria Lewis,0,-1,BARBARA BARBARA LEWIS,BARBARA MARIA LEWIS,BARBARA BARBARA LEWIS,BARBARA LEWIS MARIA,BARBARA LEWIS,BARBARA LEWIS MARIA,missing_or_extra_token
0,1180,Barbara Barbara Lewis,1208,Barbara Lewis,0,-1,BARBARA BARBARA LEWIS,BARBARA LEWIS,BARBARA BARBARA LEWIS,BARBARA LEWIS,BARBARA LEWIS,BARBARA LEWIS,duplicate_token_equivalent
0,1183,Barbara Maria Lewis,1208,Barbara Lewis,0,-1,BARBARA MARIA LEWIS,BARBARA LEWIS,BARBARA LEWIS MARIA,BARBARA LEWIS,BARBARA LEWIS MARIA,BARBARA LEWIS,missing_or_extra_token
0,1907,Yǔxuān  Hú,1235,Hú Yǔxuān,0,-1,YUXUAN HU,HU YUXUAN,HU YUXUAN,HU YUXUAN,HU YUXUAN,HU YUXUAN,token_order_equivalent
0,1247,Ha-joon Seo-jun Sung,1245,Ha-joon Sung,0,-1,HA JOON SEO JUN SUNG,HA JOON SUNG,HA JOON JUN SEO SUNG,HA JOON SUNG,HA JOON JUN SEO SUNG,HA JOON SUNG,missing_or_extra_token
0,1253,Ha-joon Ye-jun Sung,1245,Ha-joon Sung,0,-1,HA JOON YE JUN SUNG,HA JOON SUNG,HA JOON JUN SUNG YE,HA JOON SUNG,HA JOON JUN SUNG YE,HA JOON SUNG,missing_or_extra_token
0,1254,Ha-joon Yu-jun Sung,1245,Ha-joon Sung,0,-1,HA JOON YU JUN SUNG,HA JOON SUNG,HA JOON JUN SUNG YU,HA JOON SUNG,HA JOON JUN SUNG YU,HA JOON SUNG,missing_or_extra_token
0,1401,Emil  Andersen,1292,Emil  Andersen,0,-1,EMIL ANDERSEN,EMIL ANDERSEN,ANDERSEN EMIL,ANDERSEN EMIL,ANDERSEN EMIL,ANDERSEN EMIL,exact_normalised_name
0,1407,Victoria  Guzmán,1908,Guzmán Victoria,0,-1,VICTORIA GUZMAN,GUZMAN VICTORIA,GUZMAN VICTORIA,GUZMAN VICTORIA,GUZMAN VICTORIA,GUZMAN VICTORIA,token_order_equivalent
0,1908,Victoria  Guzmán,1407,Guzmán Victoria,0,-1,VICTORIA GUZMAN,GUZMAN VICTORIA,GUZMAN VICTORIA,GUZMAN VICTORIA,GUZMAN VICTORIA,GUZMAN VICTORIA,token_order_equivalent
0,943,Sofía  Muñoz,1468,Sofía  Muñoz,0,-1,SOFIA MUNOZ,SOFIA MUNOZ,MUNOZ SOFIA,MUNOZ SOFIA,MUNOZ SOFIA,MUNOZ SOFIA,exact_normalised_name
0,943,Sofía  Muñoz,1736,Sofía  Muñoz,0,-1,SOFIA MUNOZ,SOFIA MUNOZ,MUNOZ SOFIA,MUNOZ SOFIA,MUNOZ SOFIA,MUNOZ SOFIA,exact_normalised_name
0,1468,Sofía  Muñoz,1736,Sofía  Muñoz,0,-1,SOFIA MUNOZ,SOFIA MUNOZ,MUNOZ SOFIA,MUNOZ SOFIA,MUNOZ SOFIA,MUNOZ SOFIA,exact_normalised_name
0,1736,Sofía  Muñoz,1468,Sofía  Muñoz,0,-1,SOFIA MUNOZ,SOFIA MUNOZ,MUNOZ SOFIA,MUNOZ SOFIA,MUNOZ SOFIA,MUNOZ SOFIA,exact_normalised_name
0,1784,Ajda  Hočevar,1533,Ajda  Hocevar,0,-1,AJDA HOCEVAR,AJDA HOCEVAR,AJDA HOCEVAR,AJDA HOCEVAR,AJDA HOCEVAR,AJDA HOCEVAR,exact_normalised_name
0,1613,Gaspar  Araya,1573,Araya Gaspar,0,-1,GASPAR ARAYA,ARAYA GASPAR,ARAYA GASPAR,ARAYA GASPAR,ARAYA GASPAR,ARAYA GASPAR,token_order_equivalent
0,1896,Gilli  Johansen,1621,Gillo  Johansen,0,-1,GILLI JOHANSEN,GILLO JOHANSEN,GILLI JOHANSEN,GILLO JOHANSEN,GILLI JOHANSEN,GILLO JOHANSEN,near_token_edit_distance_le_1
0,1371,Elias  Aigner,1680,Aigner Elias,0,-1,ELIAS AIGNER,AIGNER ELIAS,AIGNER ELIAS,AIGNER ELIAS,AIGNER ELIAS,AIGNER ELIAS,token_order_equivalent
0,1645,Lucas  Moreno,1682,Moreno Lucas,0,-1,LUCAS MORENO,MORENO LUCAS,LUCAS MORENO,LUCAS MORENO,LUCAS MORENO,LUCAS MORENO,token_order_equivalent
0,1839,Oliver  Ortiz,1875,Olivel  Ortiz,0,-1,OLIVER ORTIZ,OLIVEL ORTIZ,OLIVER ORTIZ,OLIVEL ORTIZ,OLIVER ORTIZ,OLIVEL ORTIZ,near_token_edit_distance_le_1
0,1875,Oliver  Ortiz,1839,Oliver  Ortiz,0,-1,OLIVER ORTIZ,OLIVER ORTIZ,OLIVER ORTIZ,OLIVER ORTIZ,OLIVER ORTIZ,OLIVER ORTIZ,exact_normalised_name
0,471,Álvaro  Morales,1861,Alvaro  Morales,0,-1,ALVARO MORALES,ALVARO MORALES,ALVARO MORALES,ALVARO MORALES,ALVARO MORALES,ALVARO MORALES,exact_normalised_name
0,887,Hannah  Schmidt,1882,Hannah  Schmidt,0,-1,HANNAH SCHMIDT,HANNAH SCHMIDT,HANNAH SCHMIDT,HANNAH SCHMIDT,HANNAH SCHMIDT,HANNAH SCHMIDT,exact_normalised_name
1,12,Julen Julen Gutiérrez,59,Julen. Á. Gutiérrez,0,-1,JULEN JULEN GUTIERREZ,JULEN A GUTIERREZ,GUTIERREZ JULEN JULEN,A GUTIERREZ JULEN,GUTIERREZ JULEN,A GUTIERREZ JULEN,missing_or_extra_token
1,1530,Lev Matvey Novikov,1575,Lev Matvey Novikov,0,-1,LEV MATVEY NOVIKOV,LEV MATVEY NOVIKOV,LEV MATVEY NOVIKOV,LEV MATVEY NOVIKOV,LEV MATVEY NOVIKOV,LEV MATVEY NOVIKOV,exact_normalised_name
1,1436,María  Serrano,823,Maríi  Serrano,0,-1,MARIA SERRANO,MARII SERRANO,MARIA SERRANO,MARII SERRANO,MARIA SERRANO,MARII SERRANO,near_token_edit_distance_le_1
1,823,María  Serrano,1436,Maria  Serrano,0,-1,MARIA SERRANO,MARIA SERRANO,MARIA SERRANO,MARIA SERRANO,MARIA SERRANO,MARIA SERRANO,exact_normalised_name
1,131,Aleksandar Zoran Trajanovski,144,Aleksandar Trajanovski,0,-1,ALEKSANDAR ZORAN TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI ZORAN,ALEKSANDAR TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI ZORAN,ALEKSANDAR TRAJANOVSKI,missing_or_extra_token
1,131,Aleksandar Zoran Trajanovski,157,Aleksandar Trajanovski,0,-1,ALEKSANDAR ZORAN TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI ZORAN,ALEKSANDAR TRAJANOVSKI,ALEKSANDAR TRAJANOVSKI ZORAN,ALEKSANDAR TRAJANOVSKI,missing_or_extra_token
1,1430,Martina  Costa,170,Martina  Acosta,0,-1,MARTINA COSTA,MARTINA ACOSTA,COSTA MARTINA,ACOSTA MARTINA,COSTA MARTINA,ACOSTA MARTINA,near_token_edit_distance_le_1
1,1861,Álvaro  Morales,471,Álvaro  Morames,0,-1,ALVARO MORALES,ALVARO MORAMES,ALVARO MORALES,ALVARO MORAMES,ALVARO MORALES,ALVARO MORAMES,near_token_edit_distance_le_1
1,496,Thomas Thomas Brown,500,Thomas Brown,0,-1,THOMAS THOMAS BROWN,THOMAS BROWN,BROWN THOMAS THOMAS,BROWN THOMAS,BROWN THOMAS,BROWN THOMAS,duplicate_token_equivalent
1,620,Léna Anna Tóth,625,Léna Tóth,0,-1,LENA ANNA TOTH,LENA TOTH,ANNA LENA TOTH,LENA TOTH,ANNA LENA TOTH,LENA TOTH,missing_or_extra_token
1,620,Léna Anna Tóth,621,Tóth Léna Léna,0,-1,LENA ANNA TOTH,TOTH LENA LENA,ANNA LENA TOTH,LENA LENA TOTH,ANNA LENA TOTH,LENA TOTH,missing_or_extra_token
1,621,Léna Léna Tóth,620,Tóth Léna Anna,0,-1,LENA LENA TOTH,TOTH LENA ANNA,LENA LENA TOTH,ANNA LENA TOTH,LENA TOTH,ANNA LENA TOTH,missing_or_extra_token
1,637,Léna Ádám Tóth,625,Léna Tóth,0,-1,LENA ADAM TOTH,LENA TOTH,ADAM LENA TOTH,LENA TOTH,ADAM LENA TOTH,LENA TOTH,missing_or_extra_token
1,637,Léna Ádám Tóth,621,Tóth Léna Léna,0,-1,LENA ADAM TOTH,TOTH LENA LENA,ADAM LENA TOTH,LENA LENA TOTH,ADAM LENA TOTH,LENA TOTH,missing_or_extra_token
1,1882,Hannah  Schmidt,887,Hannah  Schmadt,0,-1,HANNAH SCHMIDT,HANNAH SCHMADT,HANNAH SCHMIDT,HANNAH SCHMADT,HANNAH SCHMIDT,HANNAH SCHMADT,near_token_edit_distance_le_1
1,965,Barbara Mia Thomas,940,Barbara Thomas,0,-1,BARBARA MIA THOMAS,BARBARA THOMAS,BARBARA MIA THOMAS,BARBARA THOMAS,BARBARA MIA THOMAS,BARBARA THOMAS,missing_or_extra_token
1,971,Barbara James Thomas,940,Barbara Thomas,0,-1,BARBARA JAMES THOMAS,BARBARA THOMAS,BARBARA JAMES THOMAS,BARBARA THOMAS,BARBARA JAMES THOMAS,BARBARA THOMAS,missing_or_extra_token
1,1177,Leo  Harris,945,Leo  Harmris,0,-1,LEO HARRIS,LEO HARMRIS,HARRIS LEO,HARMRIS LEO,HARRIS LEO,HARMRIS LEO,near_token_edit_distance_le_1
1,946,Julie  Černý,1347,Ema Julie Černý,0,-1,JULIE CERNY,EMA JULIE CERNY,CERNY JULIE,CERNY EMA JULIE,CERNY JULIE,CERNY EMA JULIE,missing_or_extra_token
1,1347,Ema Julie Černý,946,Julie  Černý,0,-1,EMA JULIE CERNY,JULIE CERNY,CERNY EMA JULIE,CERNY JULIE,CERNY EMA JULIE,CERNY JULIE,missing_or_extra_token
1,458,Chun-hung  Choa,1118,Chhoà Chun-hung,0,-1,CHUN HUNG CHOA,CHHOA CHUN HUNG,CHOA CHUN HUNG,CHHOA CHUN HUNG,CHOA CHUN HUNG,CHHOA CHUN HUNG,near_token_edit_distance_le_1
1,371,Sofia  Ivanov,1206,Sofia  lvanov,0,-1,SOFIA IVANOV,SOFIA LVANOV,IVANOV SOFIA,LVANOV SOFIA,IVANOV SOFIA,LVANOV SOFIA,near_token_edit_distance_le_1
1,1273,Hinato  Ōtsuka,1981,Ōtsuka Ao Hinato,0,-1,HINATO OTSUKA,OTSUKA AO HINATO,HINATO OTSUKA,AO HINATO OTSUKA,HINATO OTSUKA,AO HINATO OTSUKA,missing_or_extra_token
1,1981,Ao Hinato Ōtsuka,1273,Ōtsuka Hinato,0,-1,AO HINATO OTSUKA,OTSUKA HINATO,AO HINATO OTSUKA,HINATO OTSUKA,AO HINATO OTSUKA,HINATO OTSUKA,missing_or_extra_token
1,1292,Emil  Andersen,1401,Emil  Andersan,0,-1,EMIL ANDERSEN,EMIL ANDERSAN,ANDERSEN EMIL,ANDERSAN EMIL,ANDERSEN EMIL,ANDERSAN EMIL,near_token_edit_distance_le_1
1,1453,Felix Felix Lechner,1438,Felix Lechner,0,-1,FELIX FELIX LECHNER,FELIX LECHNER,FELIX FELIX LECHNER,FELIX LECHNER,FELIX LECHNER,FELIX LECHNER,duplicate_token_equivalent
1,1453,Felix Felix Lechner,1472,Felix. N. Lechner,0,-1,FELIX FELIX LECHNER,FELIX N LECHNER,FELIX FELIX LECHNER,FELIX LECHNER N,FELIX LECHNER,FELIX LECHNER N,missing_or_extra_token
1,160,Maria  Araújo,1681,Mari  Araújo,0,-1,MARIA ARAUJO,MARI ARAUJO,ARAUJO MARIA,ARAUJO MARI,ARAUJO MARIA,ARAUJO MARI,near_token_edit_distance_le_1
1,1702,Muhammad Abd Dahan,1731,Muhammad Dahan,0,-1,MUHAMMAD ABD DAHAN,MUHAMMAD DAHAN,ABD DAHAN MUHAMMAD,DAHAN MUHAMMAD,ABD DAHAN MUHAMMAD,DAHAN MUHAMMAD,missing_or_extra_token
1,1730,Muhammad Adele Dahan,1731,Muhammad Dahan,0,-1,MUHAMMAD ADELE DAHAN,MUHAMMAD DAHAN,ADELE DAHAN MUHAMMAD,DAHAN MUHAMMAD,ADELE DAHAN MUHAMMAD,DAHAN MUHAMMAD,missing_or_extra_token
1,1864,Beatriz Francisco Figueiredo,1862,Figueiredo Beatriz Francisca,0,-1,BEATRIZ FRANCISCO FIGUEIREDO,FIGUEIREDO BEATRIZ FRANCISCA,BEATRIZ FIGUEIREDO FRANCISCO,BEATRIZ FIGUEIREDO FRANCISCA,BEATRIZ FIGUEIREDO FRANCISCO,BEATRIZ FIGUEIREDO FRANCISCA,near_token_edit_distance_le_1
2,941,Lucas  De Graaf,89,Lucad  De Graaf,0,-1,LUCAS DE GRAAF,LUCAD DE GRAAF,DE GRAAF LUCAS,DE GRAAF LUCAD,DE GRAAF LUCAS,DE GRAAF LUCAD,near_token_edit_distance_le_1
2,1680,Elias  Aigner,1371,Elias  Aivner,0,-1,ELIAS AIGNER,ELIAS AIVNER,AIGNER ELIAS,AIVNER ELIAS,AIGNER ELIAS,AIVNER ELIAS,near_token_edit_distance_le_1
2,432,Martina  Franco,339,Martina  Frunco,0,-1,MARTINA FRANCO,MARTINA FRUNCO,FRANCO MARTINA,FRUNCO MARTINA,FRANCO MARTINA,FRUNCO MARTINA,near_token_edit_distance_le_1
2,496,Thomas Thomas Brown,511,Thomas Oiam Brown,0,-1,THOMAS THOMAS BROWN,THOMAS OIAM BROWN,BROWN THOMAS THOMAS,BROWN OIAM THOMAS,BROWN THOMAS,BROWN OIAM THOMAS,missing_or_extra_token
2,668,Luna Liam Johnson,673,Luna Johnson,0,-1,LUNA LIAM JOHNSON,LUNA JOHNSON,JOHNSON LIAM LUNA,JOHNSON LUNA,JOHNSON LIAM LUNA,JOHNSON LUNA,missing_or_extra_token
2,736,Emine Aras Demir,733,Emine Demir,0,-1,EMINE ARAS DEMIR,EMINE DEMIR,ARAS DEMIR EMINE,DEMIR EMINE,ARAS DEMIR EMINE,DEMIR EMINE,missing_or_extra_token
2,736,Emine Aras Demir,735,Emine Demir,0,-1,EMINE ARAS DEMIR,EMINE DEMIR,ARAS DEMIR EMINE,DEMIR EMINE,ARAS DEMIR EMINE,DEMIR EMINE,missing_or_extra_token
2,730,Emine Miraç Demir,735,Emine Demir,0,-1,EMINE MIRAC DEMIR,EMINE DEMIR,DEMIR EMINE MIRAC,DEMIR EMINE,DEMIR EMINE MIRAC,DEMIR EMINE,missing_or_extra_token
2,824,Grace  Rose,1271,Grace  Rpse,0,-1,GRACE ROSE,GRACE RPSE,GRACE ROSE,GRACE RPSE,GRACE ROSE,GRACE RPSE,near_token_edit_distance_le_1
2,1453,Felix Felix Lechner,1458,Felix. S. Lechner,0,-1,FELIX FELIX LECHNER,FELIX S LECHNER,FELIX FELIX LECHNER,FELIX LECHNER S,FELIX LECHNER,FELIX LECHNER S,missing_or_extra_token
2,1573,Gaspar  Araya,1613,Gasear  Araya,0,-1,GASPAR ARAYA,GASEAR ARAYA,ARAYA GASPAR,ARAYA GASEAR,ARAYA GASPAR,ARAYA GASEAR,near_token_edit_distance_le_1
3,95,Mark Maxim Petrov,101,Mark Petrov,0,-1,MARK MAXIM PETROV,MARK PETROV,MARK MAXIM PETROV,MARK PETROV,MARK MAXIM PETROV,MARK PETROV,missing_or_extra_token
3,1118,Chun-hung  Chhoà,458,Cbun-hung  Choa,0,-1,CHUN HUNG CHHOA,CBUN HUNG CHOA,CHHOA CHUN HUNG,CBUN CHOA HUNG,CHHOA CHUN HUNG,CBUN CHOA HUNG,near_token_edit_distance_le_1
3,797,David  Winkler,1870,Daid  Winkler,0,-1,DAVID WINKLER,DAID WINKLER,DAVID WINKLER,DAID WINKLER,DAVID WINKLER,DAID WINKLER,near_token_edit_distance_le_1
3,89,Lucas  De Graaf,941,Lucas  De Graav,0,-1,LUCAS DE GRAAF,LUCAS DE GRAAV,DE GRAAF LUCAS,DE GRAAV LUCAS,DE GRAAF LUCAS,DE GRAAV LUCAS,near_token_edit_distance_le_1
3,1468,Sofía  Muñoz,943,Sofía  Muñez,0,-1,SOFIA MUNOZ,SOFIA MUNEZ,MUNOZ SOFIA,MUNEZ SOFIA,MUNOZ SOFIA,MUNEZ SOFIA,near_token_edit_distance_le_1
3,1736,Sofía  Muñoz,943,Sofía  Muñez,0,-1,SOFIA MUNOZ,SOFIA MUNEZ,MUNOZ SOFIA,MUNEZ SOFIA,MUNOZ SOFIA,MUNEZ SOFIA,near_token_edit_distance_le_1
3,1655,Lin Nur Levy,1650,Lin Levy,0,-1,LIN NUR LEVY,LIN LEVY,LEVY LIN NUR,LEVY LIN,LEVY LIN NUR,LEVY LIN,missing_or_extra_token
3,1655,Lin Nur Levy,1672,Lin Levy,0,-1,LIN NUR LEVY,LIN LEVY,LEVY LIN NUR,LEVY LIN,LEVY LIN NUR,LEVY LIN,missing_or_extra_token
3,1671,Lin Adele Levy,1650,Lin Levy,0,-1,LIN ADELE LEVY,LIN LEVY,ADELE LEVY LIN,LEVY LIN,ADELE LEVY LIN,LEVY LIN,missing_or_extra_token
3,1671,Lin Adele Levy,1672,Lin Levy,0,-1,LIN ADELE LEVY,LIN LEVY,ADELE LEVY LIN,LEVY LIN,ADELE LEVY LIN,LEVY LIN,missing_or_extra_token
3,1621,Gilli  Johansen,1896,Gilli  Johansef,0,-1,GILLI JOHANSEN,GILLI JOHANSEF,GILLI JOHANSEN,GILLI JOHANSEF,GILLI JOHANSEN,GILLI JOHANSEF,near_token_edit_distance_le_1
4,12,Julen Julen Gutiérrez,3,Julen. N. Gutiérrez,0,-1,JULEN JULEN GUTIERREZ,JULEN N GUTIERREZ,GUTIERREZ JULEN JULEN,GUTIERREZ JULEN N,GUTIERREZ JULEN,GUTIERREZ JULEN N,missing_or_extra_token
4,407,Aurora  Parisi,598,Aurmra  Parisi,0,-1,AURORA PARISI,AURMRA PARISI,AURORA PARISI,AURMRA PARISI,AURORA PARISI,AURMRA PARISI,near_token_edit_distance_le_1
4,621,Léna Léna Tóth,623,Lena Emma Toth,0,-1,LENA LENA TOTH,LENA EMMA TOTH,LENA LENA TOTH,EMMA LENA TOTH,LENA TOTH,EMMA LENA TOTH,missing_or_extra_token
